ID	Poskey	Day	Month	Year	Hours	Minutes	Latitude	Longitude	Area_surveyedkm2	Seastate	Gannets_in_transect	X	Y
314	20015507	8	7	1991	9	28	55.92	0.34	1.01	3	1	333781.2777	6200372.555
315	20015508	8	7	1991	9	38	55.92	0.4	1.4	3	0	337529.6037	6200229.948
316	20015509	8	7	1991	9	48	55.92	0.46	1	3	0	341277.9961	6200090.596
317	20015510	8	7	1991	9	58	55.92	0.55	0.1	3	1	346900.7057	6199887.672
318	20015511	8	7	1991	10	8	55.92	0.58	1.1	3	0	348774.9738	6199821.658
319	20015512	8	7	1991	10	18	55.92	0.64	1.01	3	17	352523.556	6199692.072
320	20015513	8	7	1991	10	28	55.92	0.7	1.34	3	1	356272.1984	6199565.74
321	20015514	8	7	1991	10	38	55.92	0.77	1.17	3	1	360645.6886	6199422.467
322	20015515	8	7	1991	10	48	55.92	0.83	1.13	3	1	364394.4561	6199303.187
323	20015516	8	7	1991	10	58	55.92	0.89	1.15	3	5	368143.279	6199187.162
324	20015517	8	7	1991	11	8	55.92	0.95	1.05	3	2	371892.1557	6199074.391
325	20015518	8	7	1991	11	18	55.92	0.99	0.5	3	1	374391.436	6199001.018
326	20015519	8	7	1991	11	44	55.92	1.04	0.99	3	7	377515.5683	6198911.336
327	20015520	8	7	1991	12	3	55.92	1.03	1.19	3	5	376890.739	6198929.092
328	20015521	8	7	1991	12	27	55.92	0.97	1.14	3	7	373141.793	6199037.524
329	20015522	8	7	1991	12	54	55.93	0.96	0.96	3	2	372549.8027	6200168.609
330	20015523	8	7	1991	13	30	55.93	1.03	1.57	3	1	376922.4412	6200041.806
331	20015524	8	7	1991	14	5	55.94	1.1	1.13	5	20	381325.727	6201032.165
332	20015525	8	7	1991	14	15	55.93	1.16	1.14	5	11	385043.2351	6199818.064
333	20015526	8	7	1991	14	25	55.93	1.22	1.1	5	20	388791.3691	6199719.95
334	20015527	8	7	1991	14	35	55.93	1.28	1.15	5	10	392539.5485	6199625.089
335	20015528	8	7	1991	14	45	55.93	1.34	1.1	5	6	396287.7717	6199533.482
336	20015529	8	7	1991	14	55	55.93	1.4	1.12	5	4	400036.0372	6199445.127
337	20015530	8	7	1991	15	5	55.93	1.46	1.11	5	1	403784.3436	6199360.026
338	20015531	8	7	1991	15	15	55.93	1.52	1.12	5	0	407532.6892	6199278.177
339	20015532	8	7	1991	15	25	55.92	1.58	1.12	5	0	411258.2231	6198086.75
340	20015533	8	7	1991	15	35	55.92	1.64	1.14	5	2	415007.6082	6198011.396
341	20015534	8	7	1991	15	45	55.92	1.7	1.12	5	0	418757.028	6197939.296
342	20015535	8	7	1991	15	55	55.92	1.76	1.1	5	0	422506.4809	6197870.449
343	20015536	8	7	1991	16	5	55.92	1.82	0.9	5	0	426255.9653	6197804.855
344	20015537	8	7	1991	16	15	55.92	1.87	1.24	5	0	429380.5587	6197752.679
345	20015538	8	7	1991	16	25	55.92	1.91	0.32	5	0	431880.2479	6197712.564
346	20015539	8	7	1991	16	43	55.95	1.92	1.42	5	1	432557.3116	6201041.424
347	20015540	8	7	1991	17	10	55.99	1.92	1.15	5	0	432626.86	6205492.998
348	20015541	8	7	1991	17	20	56.02	1.92	1.15	5	3	432679.0431	6208831.698
349	20015542	8	7	1991	17	30	56.06	1.92	1.15	5	0	432748.6495	6213283.322
350	20015543	8	7	1991	17	40	56.09	1.92	1.15	5	1	432800.8762	6216622.058
351	20015544	8	7	1991	17	50	56.12	1.91	1.15	5	0	432231.4193	6219970.585
352	20015545	8	7	1991	18	0	56.16	1.91	0.92	5	0	432301.7539	6224422.274
353	20015546	8	7	1991	18	8	56.17	1.88	1.11	5	0	430456.6612	6225565.045
354	20015547	8	7	1991	18	18	56.17	1.82	1.07	5	0	426731.3201	6225627.167
355	20015548	8	7	1991	18	28	56.17	1.76	1.11	5	0	423006.0094	6225692.529
356	20015549	8	7	1991	18	38	56.17	1.7	1.06	5	0	419280.7308	6225761.134
357	20015550	8	7	1991	18	48	56.17	1.64	1.1	5	4	415555.4859	6225832.98
358	20015551	8	7	1991	18	58	56.17	1.58	1.16	5	0	411830.2761	6225908.067
359	20015552	8	7	1991	19	8	56.17	1.52	1.11	5	0	408105.103	6225986.397
360	20015553	8	7	1991	19	18	56.17	1.46	1.11	5	0	404379.9682	6226067.968
361	20015554	8	7	1991	19	28	56.17	1.4	1.11	5	0	400654.8732	6226152.782
362	20015555	9	7	1991	6	0	57.03	-1.71	1.19	4	0	214239.1673	6330588.196
363	20015556	9	7	1991	6	10	57.05	-1.76	0.61	4	0	211363.7817	6333021.981
364	20015557	9	7	1991	6	33	57.07	-1.8	0.94	4	1	209097.2547	6335415.145
365	20015558	9	7	1991	6	43	57.08	-1.85	0.93	4	0	206149.1406	6336741.159
366	20015559	9	7	1991	6	53	57.1	-1.89	0.94	4	0	203887.705	6339137.33
367	20015560	9	7	1991	7	3	57.12	-1.93	0.93	4	0	201628.9827	6341534.817
368	20015561	9	7	1991	7	13	57.13	-1.97	0.94	4	0	199291.7908	6342822.17
369	20015562	9	7	1991	7	23	57.15	-2.01	0.87	4	0	197037.8261	6345222.314
370	20015563	10	7	1991	7	10	57.16	-2.03	1.32	4	0	195911.8627	6346422.879
371	20015564	10	7	1991	7	20	57.18	-1.99	0.66	4	0	198490.6071	6348467.83
372	20015565	10	7	1991	7	25	57.21	-1.96	1.63	4	0	200544.6339	6351669.745
373	20015566	10	7	1991	7	35	57.25	-1.93	1.39	4	0	202676.4586	6355984.073
374	20015567	10	7	1991	7	45	57.29	-1.89	1.38	4	0	205406.3581	6360256.008
375	20015568	10	7	1991	7	55	57.33	-1.85	1.38	4	0	208131.2162	6364529.593
376	20015569	10	7	1991	8	5	57.36	-1.82	1.38	4	0	210171.5491	6367735.864
377	20015570	10	7	1991	8	15	57.4	-1.78	1.38	4	0	212887.5755	6372012.332
378	20015571	10	7	1991	8	25	57.44	-1.75	1.38	4	0	214999.1269	6376332.381
379	20015572	10	7	1991	8	35	57.47	-1.72	0.8	4	0	217029.5219	6379541.759
380	20015573	10	7	1991	8	40	57.49	-1.69	0.94	4	0	218980.1584	6381640.398
381	20015574	10	7	1991	8	50	57.5	-1.65	0.93	4	0	221450.9327	6382587.135
382	20015575	10	7	1991	9	0	57.52	-1.61	0.94	4	0	223996.0752	6384647.059
383	20015576	10	7	1991	9	10	57.54	-1.57	0.94	4	0	226538.6801	6386708.505
384	20015577	10	7	1991	9	20	57.56	-1.52	0.94	4	0	229676.2773	6388731.564
385	20015578	10	7	1991	9	30	57.57	-1.48	0.93	4	0	232139.9588	6389684.614
386	20015579	10	7	1991	9	40	57.59	-1.44	0.94	4	1	234675.2698	6391750.962
387	20015580	10	7	1991	9	50	57.61	-1.4	0.94	4	0	237208.0383	6393818.829
388	20015581	10	7	1991	10	0	57.63	-1.36	0.94	4	0	239738.2631	6395888.212
389	20015582	10	7	1991	10	10	57.64	-1.32	0.93	4	0	242194.9876	6396847.198
390	20015583	10	7	1991	10	20	57.66	-1.28	0.93	4	0	244720.7636	6398919.586
391	20015584	10	7	1991	10	30	57.67	-1.23	0.79	4	0	247770.1511	6399844.24
392	20015585	10	7	1991	10	40	57.67	-1.18	1.14	4	0	250749.3081	6399659.157
393	20015586	10	7	1991	10	50	57.67	-1.13	0.82	4	0	253728.5468	6399476.278
394	20015587	10	7	1991	11	0	57.67	-1.08	0.89	4	0	256707.866	6399295.602
395	20015588	10	7	1991	11	10	57.67	-1.03	0.93	4	0	259687.265	6399117.129
396	20015589	10	7	1991	11	20	57.67	-0.97	0.89	4	0	263262.6475	6398905.871
397	20015590	10	7	1991	11	30	57.67	-0.92	0.93	4	0	266242.2182	6398732.245
398	20015591	10	7	1991	11	40	57.67	-0.87	0.79	4	0	269221.8654	6398560.823
399	20015592	10	7	1991	11	50	57.67	-0.82	0.98	4	0	272201.5881	6398391.603
400	20015593	10	7	1991	12	0	57.67	-0.77	1.05	4	0	275181.3854	6398224.586
401	20015594	10	7	1991	12	10	57.67	-0.71	1.01	4	0	278757.2391	6398027.074
402	20015595	10	7	1991	12	20	57.67	-0.65	1.05	4	0	282333.197	6397832.733
403	20015596	10	7	1991	12	30	57.67	-0.6	1.04	4	0	285313.2404	6397673.205
404	20015597	10	7	1991	12	40	57.67	-0.54	1.02	4	0	288889.3849	6397484.679
405	20015598	10	7	1991	12	50	57.67	-0.48	1.04	4	0	292465.6289	6397299.324
406	20015599	10	7	1991	13	0	57.67	-0.42	1.02	4	0	296041.9705	6397117.141
407	20015600	10	7	1991	13	10	57.67	-0.37	1.03	4	0	299022.3286	6396967.743
408	20015601	10	7	1991	13	20	57.67	-0.31	1	4	0	302598.8449	6396791.373
409	20015602	10	7	1991	13	30	57.67	-0.25	1.04	4	0	306175.4542	6396618.174
410	20015603	10	7	1991	13	40	57.68	-0.19	1.01	4	0	309804.5511	6397560.68
411	20015604	10	7	1991	13	50	57.68	-0.14	1.02	4	0	312784.3814	6397421.435
412	20015605	10	7	1991	14	0	57.68	-0.08	1.01	4	0	316360.2584	6397257.246
413	20015606	10	7	1991	14	10	57.68	-0.03	0.86	4	0	319340.222	6397122.844
414	20015607	10	7	1991	14	20	57.68	0.03	1.1	4	0	322916.2562	6396964.466
415	20015608	10	7	1991	14	30	57.68	0.09	1.01	4	0	326492.3736	6396809.258
416	20015609	10	7	1991	14	40	57.68	0.15	1.01	4	0	330068.5728	6396657.22
417	20015610	10	7	1991	14	50	57.68	0.2	1.29	4	0	333048.7998	6396532.942
418	20015611	10	7	1991	15	0	57.68	0.26	1.13	4	0	336625.1442	6396386.714
419	20015612	10	7	1991	15	10	57.68	0.32	1.08	4	0	340201.5654	6396243.655
420	20015613	10	7	1991	15	20	57.68	0.38	1	4	0	343778.0618	6396103.765
421	20015614	10	7	1991	15	30	57.68	0.44	1.05	4	0	347354.6316	6395967.044
422	20015615	10	7	1991	15	40	57.68	0.5	1.05	4	0	350931.2732	6395833.491
423	20015616	10	7	1991	15	50	57.67	0.56	1.05	4	0	354467.9135	6394590.266
424	20015617	10	7	1991	16	0	57.67	0.61	1.01	4	0	357449.3803	6394484.016
425	20015618	10	7	1991	16	10	57.67	0.67	1.03	4	0	361027.2018	6394359.421
426	20015619	10	7	1991	16	20	57.67	0.73	0.85	4	0	364605.0886	6394237.994
427	20015620	10	7	1991	16	30	57.67	0.78	1.06	4	0	367586.7096	6394139.226
428	20015621	10	7	1991	16	40	57.67	0.84	1.01	4	0	371164.7117	6394023.61
429	20015622	10	7	1991	19	0	57.67	1.08	1.03	4	1	385477.3079	6393592.827
430	20015623	10	7	1991	19	10	57.67	1.13	1.19	4	0	388459.2107	6393509.462
431	20015624	10	7	1991	19	20	57.67	1.19	1.03	4	0	392037.5418	6393412.328
432	20015625	10	7	1991	19	30	57.67	1.25	1.03	4	0	395615.9237	6393318.361
433	20015626	10	7	1991	19	40	57.67	1.31	0.99	4	0	399194.3545	6393227.563
434	20015627	10	7	1991	19	50	57.67	1.37	1.03	4	0	402772.8326	6393139.933
435	20015628	10	7	1991	20	0	57.67	1.43	1.17	4	0	406351.3563	6393055.471
436	20015629	11	7	1991	4	13	58.92	1.88	1.07	4	0	435506.1335	6531683.918
437	20015630	11	7	1991	4	23	58.92	1.82	1.03	4	0	432051.3271	6531743.314
438	20015631	11	7	1991	4	33	58.92	1.76	1.1	4	0	428596.5555	6531805.809
439	20015632	11	7	1991	4	43	58.92	1.69	1.06	4	0	424566.0349	6531882.638
440	20015633	11	7	1991	4	53	58.92	1.63	1.2	4	0	421111.3447	6531951.848
441	20015634	11	7	1991	5	3	58.92	1.57	0.99	4	0	417656.6949	6532024.158
442	20015635	11	7	1991	5	13	58.92	1.51	1.12	4	0	414202.0872	6532099.567
443	20015636	11	7	1991	5	23	58.92	1.44	1.13	4	0	410171.7672	6532191.462
444	20015637	11	7	1991	5	33	58.92	1.38	1.13	4	0	406717.257	6532273.586
445	20015638	11	7	1991	5	43	58.92	1.31	0.95	4	1	402687.0555	6532373.316
446	20015639	11	7	1991	5	53	58.92	1.24	1.13	4	0	398656.9218	6532477.264
447	20015640	11	7	1991	6	3	58.92	1.18	1.13	4	0	395202.5777	6532569.721
448	20015641	11	7	1991	6	13	58.92	1.11	1.13	4	0	391172.5774	6532681.505
449	20015642	11	7	1991	6	23	58.92	1.05	1.34	4	0	387718.3518	6532780.678
450	20015643	11	7	1991	6	33	58.92	1	0.45	4	0	384839.8743	6532865.69
451	20015644	11	7	1991	7	35	58.92	1.06	1.09	5	0	388294.0521	6532763.933
452	20015645	11	7	1991	7	45	58.92	1	1.11	5	0	384839.8743	6532865.69
453	20015646	11	7	1991	7	55	58.92	0.94	1.08	5	0	381385.7555	6532970.546
454	20015647	11	7	1991	8	5	58.92	0.88	0.67	5	0	377931.6974	6533078.502
455	20015648	11	7	1991	10	15	58.94	0.83	1.35	5	0	375125.6176	6535397.074
456	20015649	11	7	1991	10	25	58.93	0.75	1.34	5	0	370485.5792	6534436.133
457	20015650	11	7	1991	10	35	58.93	0.67	1.34	5	0	365881.7879	6534593.824
458	20015651	11	7	1991	10	45	58.93	0.59	1.35	5	0	361278.1189	6534757.026
459	20015652	11	7	1991	10	55	58.93	0.51	1.34	5	0	356674.5764	6534925.738
460	20015653	11	7	1991	11	5	58.92	0.44	1.34	5	1	352603.9635	6533964.909
461	20015654	11	7	1991	11	15	58.92	0.36	1.34	5	0	347999.3371	6534143.988
462	20015655	11	7	1991	11	25	58.92	0.36	1.41	5	0	347999.3371	6534143.988
463	20015656	11	7	1991	11	35	58.92	0.37	1.14	5	0	348574.9079	6534121.301
464	20015657	11	7	1991	14	30	58.95	0.43	1.14	6	0	352156.7516	6537325.905
465	20015658	11	7	1991	14	40	58.94	0.37	1.13	6	0	348662.4847	6536347.192
466	20015659	11	7	1991	14	50	58.94	0.3	1.14	6	0	344635.8666	6536507.746
467	20015660	11	7	1991	15	0	58.94	0.24	1.15	6	0	341184.5661	6536648.722
468	20015661	11	7	1991	15	10	58.93	0.17	1.13	6	0	337111.0296	6535704.252
469	20015662	11	7	1991	15	20	58.93	0.1	1.15	6	0	333083.5631	6535876.892
470	20015663	11	7	1991	15	30	58.93	0.03	1.29	6	0	329056.2133	6536053.753
471	20015664	11	7	1991	15	40	58.92	-0.05	1.44	6	1	324402.892	6535148.293
472	20015665	11	7	1991	16	20	58.93	-0.13	1.33	6	0	319851.2953	6536473.855
473	20015666	11	7	1991	16	45	58.93	-0.2	1.15	6	0	315824.3485	6536664.584
474	20015667	11	7	1991	16	55	58.93	-0.26	1.08	6	0	312372.7822	6536831.425
475	20015668	11	7	1991	17	5	58.93	-0.33	1.12	6	0	308346.0768	6537029.993
476	20015669	11	7	1991	17	15	58.93	-0.39	1.15	6	0	304894.7216	6537203.554
477	20015670	11	7	1991	17	25	58.93	-0.46	1.08	6	0	300868.2673	6537409.961
478	20015671	11	7	1991	17	35	58.93	-0.52	1.15	6	0	297417.1315	6537590.242
479	20015672	11	7	1991	17	45	58.93	-0.59	1.14	6	0	293390.9382	6537804.49
480	20015673	11	7	1991	17	55	58.93	-0.65	1.09	6	0	289940.0302	6537991.492
481	20015674	11	7	1991	18	5	58.93	-0.72	1.14	6	0	285914.1075	6538213.58
482	20015675	11	7	1991	18	15	58.93	-0.78	1.09	6	0	282463.4358	6538407.303
483	20015676	11	7	1991	18	25	58.93	-0.85	1.16	6	0	278437.7936	6538637.234
484	20015677	11	7	1991	18	35	58.92	-0.91	1.13	6	0	274922.2536	6537725.398
485	20015678	11	7	1991	18	45	58.92	-0.96	0.52	6	0	272046.1525	6537894.836
486	20015679	12	7	1991	5	12	58.92	-1.68	0.75	2	0	230639.8358	6540573.737
487	20015680	12	7	1991	5	22	58.92	-1.74	1.13	3	0	227190.1684	6540817.158
488	20015681	12	7	1991	5	32	58.92	-1.82	1.13	3	0	222590.8308	6541146.549
489	20015682	12	7	1991	6	5	58.92	-2.02	1.13	3	0	211093.608	6541994.181
490	20015683	12	7	1991	6	15	58.92	-2.09	1.13	3	0	207069.9676	6542299.005
491	20015684	12	7	1991	6	25	58.92	-2.15	1.13	3	0	203621.2966	6542563.647
492	20015685	12	7	1991	6	35	58.92	-2.22	1.13	3	0	199598.0404	6542876.323
493	20015686	12	7	1991	6	45	58.92	-2.22	1.13	3	0	199598.0404	6542876.323
494	20015687	12	7	1991	6	55	58.92	-2.23	1.17	3	0	199023.3066	6542921.336
495	20015688	12	7	1991	7	16	58.92	-2.17	1.17	3	0	202471.7734	6542652.552
496	20015689	12	7	1991	7	37	58.93	-2.12	1.11	3	0	205430.9044	6543542.348
497	20015690	12	7	1991	7	57	58.93	-2.12	1.07	3	0	205430.9044	6543542.348
498	20015691	12	7	1991	8	7	58.92	-2.19	1.07	3	0	201322.2674	6542741.801
499	20015692	12	7	1991	8	17	58.92	-2.25	1.07	3	0	197873.8521	6543011.621
500	20015693	12	7	1991	8	27	58.92	-2.31	1.07	3	0	194425.5928	6543284.547
501	20015694	12	7	1991	8	37	58.92	-2.37	1.07	3	0	190977.4911	6543560.58
502	20015695	12	7	1991	8	47	58.91	-2.44	1.07	3	0	186864.2858	6542775.406
503	20015696	12	7	1991	8	57	58.91	-2.5	1.39	3	0	183415.5307	6543058.223
504	20015697	12	7	1991	9	10	58.9	-2.54	1.05	3	0	181024.1704	6542137.442
505	20015698	12	7	1991	9	20	58.86	-2.54	1.05	3	0	180655.1437	6537693.233
506	20015699	12	7	1991	9	30	58.83	-2.54	1.05	3	0	180378.476	6534360.077
507	20015700	12	7	1991	9	40	58.8	-2.54	1.05	4	0	180101.8959	6531026.923
508	20015701	12	7	1991	9	50	58.77	-2.54	1.05	5	0	179825.4037	6527693.77
509	20015702	12	7	1991	10	0	58.74	-2.54	1.05	5	0	179548.9992	6524360.618
510	20015703	12	7	1991	10	10	58.71	-2.54	1.05	5	0	179272.6827	6521027.467
511	20015704	12	7	1991	10	20	58.68	-2.53	1.05	5	0	179575.0512	6517646.418
512	20015705	12	7	1991	10	30	58.66	-2.52	0.59	5	0	179970.2152	6515376.472
513	20015706	12	7	1991	10	40	58.66	-2.48	0.59	5	0	182285.998	6515186.021
514	20015707	12	7	1991	10	50	58.66	-2.45	0.59	5	0	184022.8821	6515044.093
515	20015708	12	7	1991	11	0	58.66	-2.41	0.59	5	0	186338.79	6514856.07
516	20015709	12	7	1991	11	10	58.66	-2.38	0.59	5	0	188075.7673	6514715.964
517	20015710	12	7	1991	11	20	58.66	-2.34	0.71	5	0	190391.7986	6514530.37
518	20015711	12	7	1991	11	32	58.66	-2.29	1.11	5	0	193286.9359	6514300.328
519	20015712	12	7	1991	11	42	58.66	-2.22	1.11	4	0	197340.3093	6513981.912
520	20015713	12	7	1991	11	52	58.66	-2.16	1.11	4	0	200814.7957	6513712.365
521	20015714	12	7	1991	12	2	58.66	-2.1	1.11	4	0	204289.4339	6513445.94
522	20015715	12	7	1991	12	12	58.66	-2.03	1.11	4	0	208343.3678	6513139.055
523	20015716	12	7	1991	12	22	58.66	-1.97	1.11	4	0	211818.3285	6512879.392
524	20015717	12	7	1991	12	32	58.66	-1.9	1.11	4	0	215872.6337	6512580.397
525	20015718	12	7	1991	12	42	58.66	-1.84	1.11	4	0	219347.9085	6512327.495
526	20015719	12	7	1991	12	52	58.66	-1.78	1.11	4	0	222823.3255	6512077.714
527	20015720	12	7	1991	13	2	58.66	-1.71	1.11	4	0	226878.156	6511790.246
528	20015721	12	7	1991	13	12	58.66	-1.65	1.11	4	0	230353.8749	6511547.226
529	20015722	12	7	1991	13	22	58.66	-1.58	1.11	4	0	234409.0526	6511267.645
530	20015723	12	7	1991	13	32	58.66	-1.52	1.11	4	0	237885.065	6511031.383
531	20015724	12	7	1991	13	42	58.66	-1.46	1.11	4	0	241361.2101	6510798.242
532	20015725	12	7	1991	13	52	58.66	-1.39	1.11	4	2	245416.8779	6510530.186
533	20015726	12	7	1991	14	2	58.66	-1.33	1.11	4	0	248893.3042	6510303.803
534	20015727	12	7	1991	14	12	58.66	-1.27	1.11	4	0	252369.8575	6510080.538
535	20015728	12	7	1991	14	22	58.66	-1.21	1.11	4	0	255846.536	6509860.393
536	20015729	12	7	1991	14	32	58.66	-1.16	0.73	4	0	258743.8625	6509679.321
537	20015730	12	7	1991	14	42	58.66	-1.11	0.73	4	0	261641.2737	6509500.415
538	20015731	12	7	1991	14	52	58.66	-1.07	0.73	4	0	263959.263	6509358.849
539	20015732	12	7	1991	15	2	58.66	-1.03	0.73	4	0	266277.3052	6509218.669
540	20015733	12	7	1991	15	12	58.66	-0.99	0.73	4	0	268595.4	6509079.875
541	20015734	12	7	1991	15	22	58.66	-0.95	0.73	4	0	270913.5467	6508942.467
542	20015735	12	7	1991	15	32	58.66	-0.89	1.06	5	0	274390.8631	6508738.953
543	20015736	12	7	1991	15	42	58.67	-0.83	1.06	5	0	277931.8965	6509650.862
544	20015737	12	7	1991	15	52	58.67	-0.94	1.06	5	0	271558.523	6510020.569
545	20015738	12	7	1991	16	2	58.67	-0.88	1.06	5	0	275034.8611	6509817.611
546	20015739	12	7	1991	16	12	58.67	-0.65	1.06	5	0	288361.862	6509068.486
547	20015740	12	7	1991	16	22	58.67	-0.58	1.06	5	0	292418.2222	6508849.583
548	20015741	12	7	1991	16	32	58.67	-0.52	0.97	5	0	295895.2161	6508665.327
549	20015742	12	7	1991	16	42	58.67	-0.47	0.97	5	0	298792.7899	6508514.162
550	20015743	12	7	1991	16	52	58.67	-0.41	0.97	5	0	302269.9714	6508335.621
551	20015744	12	7	1991	17	2	58.67	-0.36	0.97	5	0	305167.699	6508189.217
552	20015745	12	7	1991	17	12	58.67	-0.3	0.97	5	0	308645.0623	6508016.389
553	20015746	12	7	1991	17	22	58.67	-0.24	0.97	5	0	312122.5221	6507846.677
554	20015747	12	7	1991	17	32	58.67	-0.19	0.97	5	0	315020.4779	6507707.63
555	20015748	12	7	1991	17	42	58.67	-0.13	0.97	5	0	318498.1102	6507543.631
556	20015749	12	7	1991	17	52	58.67	-0.07	0.97	5	0	321975.8342	6507382.747
557	20015750	12	7	1991	18	2	58.67	-0.02	0.97	5	0	324874.0062	6507251.058
558	20015751	12	7	1991	18	12	58.67	0.04	0.97	4	0	328351.8936	6507095.886
559	20015752	12	7	1991	18	22	58.67	0.09	0.97	4	0	331250.1992	6506968.957
560	20015753	12	7	1991	18	32	58.67	0.15	0.97	3	0	334728.244	6506819.497
561	20015754	12	7	1991	18	42	58.67	0.21	0.97	3	0	338206.3721	6506673.152
562	20015755	12	7	1991	19	52	58.66	0.17	0.99	3	0	335840.6242	6505657.545
563	20015756	12	7	1991	20	2	58.66	0.23	0.99	3	0	339319.7764	6505512.213
564	20015757	12	7	1991	20	12	58.66	0.28	0.99	3	0	342219.1318	6505393.483
565	20015758	12	7	1991	20	22	58.66	0.34	0.99	3	0	345698.4311	6505253.863
566	20015759	12	7	1991	20	32	58.66	0.4	0.99	3	0	349177.8082	6505117.358
567	20015760	13	7	1991	6	22	58.67	1.37	1.18	3	0	405464.1065	6504456.036
568	20015761	13	7	1991	7	2	58.67	1.36	0.93	3	0	404884.2042	6504470.175
569	20015762	13	7	1991	7	12	58.67	1.41	0.88	3	0	407783.7289	6504400.344
570	20015763	13	7	1991	7	22	58.67	1.47	1.2	4	0	411263.2011	6504319.402
571	20015764	13	7	1991	7	35	58.65	1.5	0.84	4	0	412953.1568	6502053.555
572	20015765	13	7	1991	7	45	58.63	1.5	0.84	4	0	412903.3702	6499827.019
573	20015766	13	7	1991	7	55	58.6	1.5	0.84	4	0	412828.7105	6496487.226
574	20015767	13	7	1991	8	5	58.58	1.5	0.84	4	2	412778.9508	6494260.705
575	20015768	13	7	1991	8	15	58.55	1.5	0.84	4	0	412704.3314	6490920.936
576	20015769	13	7	1991	8	25	58.53	1.5	0.84	4	0	412654.5986	6488694.432
577	20015770	13	7	1991	8	35	58.5	1.5	0.84	4	1	412580.0196	6485354.688
578	20015771	13	7	1991	8	45	58.48	1.5	0.84	4	0	412530.3137	6483128.2
579	20015772	13	7	1991	8	55	58.45	1.5	0.84	4	0	412455.7751	6479788.48
580	20015773	13	7	1991	9	5	58.43	1.5	0.84	4	1	412406.0962	6477562.009
581	20015774	13	7	1991	9	37	58.42	1.47	1.22	5	1	410629.0721	6476488.254
582	20015775	13	7	1991	10	17	58.42	1.39	1.3	5	0	405956.6236	6476597.354
583	20015776	13	7	1991	10	27	58.42	1.33	1.06	5	0	402452.3413	6476682.828
584	20015777	13	7	1991	10	37	58.42	1.27	1.16	5	0	398948.1073	6476771.429
585	20015778	13	7	1991	10	47	58.42	1.21	0.95	5	0	395443.9233	6476863.158
586	20015779	13	7	1991	10	57	58.42	1.15	0.96	5	0	391939.7911	6476958.015
587	20015780	13	7	1991	11	7	58.42	1.11	0.4	5	0	389603.7326	6477022.991
588	20015781	13	7	1991	11	17	58.42	1.06	1.34	5	0	386683.6936	6477106.165
589	20015782	13	7	1991	11	27	58.41	1	0.68	5	0	383146.5862	6476095.744
590	20015783	13	7	1991	11	37	58.41	0.99	0.11	5	0	382562.427	6476113.164
591	20015784	13	7	1991	11	47	58.41	0.96	0.98	5	0	380809.959	6476165.946
592	20015785	13	7	1991	11	57	58.41	0.9	0.94	5	0	377305.0676	6476273.855
593	20015786	13	7	1991	12	7	58.41	0.85	0.98	5	0	374384.371	6476366.169
594	20015787	13	7	1991	12	17	58.41	0.79	1.05	5	0	370879.5922	6476479.815
595	20015788	13	7	1991	12	27	58.42	0.74	0.99	5	0	367996.41	6477689.922
596	20015789	13	7	1991	12	37	58.42	0.69	0.6	5	0	365076.6833	6477789.172
597	20015790	13	7	1991	12	43	58.42	0.71	1.22	5	0	366244.5685	6477749.211
598	20015791	13	7	1991	13	16	58.42	0.78	1.25	5	0	370332.2242	6477612.086
599	20015792	13	7	1991	13	50	58.42	0.79	1.06	5	1	370916.1822	6477592.845
600	20015793	13	7	1991	14	0	58.42	0.73	0.97	5	0	367412.461	6477709.598
601	20015794	13	7	1991	14	10	58.42	0.67	1.05	5	0	363908.8055	6477829.48
602	20015795	13	7	1991	14	20	58.42	0.61	1.02	5	0	360405.2175	6477952.491
603	20015796	13	7	1991	14	30	58.42	0.55	1	5	0	356901.6986	6478078.63
604	20015797	13	7	1991	14	40	58.42	0.5	1.02	5	0	353982.1536	6478186.136
605	20015798	13	7	1991	14	50	58.42	0.44	1.01	5	0	350478.7661	6478318.011
606	20015799	13	7	1991	15	0	58.42	0.38	1.01	5	0	346975.4526	6478453.015
607	20015800	13	7	1991	15	10	58.42	0.32	0.98	5	0	343472.215	6478591.147
608	20015801	13	7	1991	15	20	58.42	0.26	1.03	5	0	339969.055	6478732.409
609	20015802	13	7	1991	15	30	58.42	0.2	1.04	5	0	336465.9744	6478876.8
610	20015803	13	7	1991	16	23	58.42	0.03	1.21	5	1	326541.0253	6479302.902
611	20015804	13	7	1991	16	33	58.42	0.03	1.18	5	0	326541.0253	6479302.902
612	20015805	13	7	1991	16	43	58.42	0.1	0.94	5	0	330627.6877	6479124.406
613	20015806	13	7	1991	16	53	58.42	0.16	1.05	5	0	334130.6322	6478974.799
614	20015807	13	7	1991	17	3	58.42	0.22	1.15	5	0	337633.659	6478828.322
615	20015808	13	7	1991	17	13	58.42	0.26	0.43	5	0	339969.055	6478732.409
616	20015809	14	7	1991	7	2	58.17	0.6	1.07	6	0	358829.1676	6450149.653
617	20015810	14	7	1991	7	12	58.17	0.66	0.91	6	0	362357.5566	6450025.581
618	20015811	14	7	1991	7	22	58.17	0.72	1.43	6	0	365886.0126	6449904.652
619	20015812	14	7	1991	7	32	58.17	0.78	1.05	6	0	369414.5339	6449786.864
620	20015813	14	7	1991	7	42	58.17	0.84	0.91	6	0	372943.1188	6449672.219
